time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1774360506.712,29.382,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360507.214,29.883,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360507.715,30.385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360508.216,30.886,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360508.718,31.387,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360509.219,31.889,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360509.721,32.390,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360510.222,32.891,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360510.723,33.393,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360511.175,33.844,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360511.676,34.345,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360512.177,34.847,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360512.679,35.348,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360513.180,35.850,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360513.681,36.351,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360514.183,36.852,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360514.684,37.354,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360515.186,37.855,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360515.687,38.356,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360516.188,38.858,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360516.690,39.360,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360517.192,39.862,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360517.694,40.363,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360518.195,40.865,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360518.697,41.366,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360519.199,41.868,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360519.700,42.370,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360520.202,42.871,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360520.704,43.373,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360521.205,43.875,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360521.707,44.376,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360522.208,44.878,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360522.710,45.379,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360523.214,45.883,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360523.716,46.385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360524.217,46.887,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360524.719,47.388,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360525.221,47.890,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360525.722,48.392,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360526.174,48.843,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360526.675,49.345,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360527.177,49.846,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360527.679,50.349,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360528.181,50.850,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360528.682,51.351,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360529.183,51.853,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360529.685,52.354,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360530.186,52.856,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360530.688,53.357,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360531.189,53.859,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360531.691,54.360,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360532.192,54.862,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360532.694,55.363,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360533.195,55.865,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360533.697,56.366,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360534.198,56.867,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360534.700,57.369,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360535.201,57.871,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360535.703,58.372,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360536.204,58.874,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360536.706,59.375,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360537.207,59.877,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360537.709,60.378,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360538.211,60.880,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360538.712,61.382,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360539.214,61.884,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360539.716,62.385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360540.217,62.887,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360540.719,63.388,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360541.221,63.890,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360541.722,64.392,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360542.174,64.843,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360542.675,65.345,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360543.177,65.846,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360543.679,66.348,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360544.180,66.850,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360544.682,67.351,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360545.183,67.853,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360545.685,68.355,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360546.187,68.856,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360546.689,69.358,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360547.190,69.860,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360547.692,70.361,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360548.193,70.863,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360548.695,71.365,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360549.197,71.866,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360549.699,72.368,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360550.200,72.870,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360550.702,73.372,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360551.199,73.868,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360551.701,74.370,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360552.202,74.872,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360552.704,75.374,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360553.206,75.875,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360553.707,76.376,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360554.208,76.878,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360554.710,77.379,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360555.211,77.881,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360555.713,78.382,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360556.214,78.884,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360556.716,79.385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360557.217,79.887,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360557.719,80.388,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1774360558.220,80.890,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
